"fit","x_e","y_e","y_ci","x_r","y_r","nec_vals","group"
"ogl(groupvar)",882.020202020202,0.115213233422144,0.0822088487241016,NA,NA,NA,NA
"ogl(groupvar)",893.939393939394,0.112798539272956,0.0792422102914399,NA,NA,NA,NA
"ogl(groupvar)",905.858585858586,0.110456238698903,0.0764364497744993,NA,NA,NA,NA
"ogl(groupvar)",917.777777777778,0.108046545070454,0.073389631643087,NA,NA,NA,NA
"ogl(groupvar)",929.69696969697,0.105623070879631,0.0703779160480889,NA,NA,NA,NA
"ogl(groupvar)",941.616161616162,0.103239662481826,0.0673097976175583,NA,NA,NA,NA
"ogl(groupvar)",953.535353535353,0.10084671830861,0.0644427612788909,NA,NA,NA,NA
"ogl(groupvar)",965.454545454545,0.0984647420884953,0.0614259306168833,NA,NA,NA,NA
"ogl(groupvar)",977.373737373737,0.0960839560468768,0.0583824463568422,NA,NA,NA,NA
"ogl(groupvar)",989.292929292929,0.0937048049124268,0.0553761568010416,NA,NA,NA,NA
"ogl(groupvar)",1001.21212121212,0.0913201535882157,0.0523596000264284,NA,NA,NA,NA
"ogl(groupvar)",1013.13131313131,0.0889064359411506,0.0493087882201877,NA,NA,NA,NA
"ogl(groupvar)",1025.05050505051,0.0864922422082683,0.0463866740406613,NA,NA,NA,NA
"ogl(groupvar)",1036.9696969697,0.08405411365538,0.0435227517726728,NA,NA,NA,NA
"ogl(groupvar)",1048.88888888889,0.0816935274788319,0.0406808141156269,NA,NA,NA,NA
"ogl(groupvar)",1060.80808080808,0.0792576114550134,0.0377666500254476,NA,NA,NA,NA
"ogl(groupvar)",1072.72727272727,0.0768406149011032,0.0348722959001843,NA,NA,NA,NA
"ogl(groupvar)",1084.64646464646,0.0744213817095358,0.0318146257592093,NA,NA,NA,NA
"ogl(groupvar)",1096.56565656566,0.072071577310907,0.0289424091493138,NA,NA,NA,NA
"ogl(groupvar)",1108.48484848485,0.0696375012025168,0.0259706054755268,NA,NA,NA,NA
"ogl(groupvar)",1120.40404040404,0.0672190976450398,0.023005376197099,NA,NA,NA,NA
"ogl(groupvar)",1132.32323232323,0.0648367670740285,0.0200124701532926,NA,NA,NA,NA
"ogl(groupvar)",1144.24242424242,0.0624157893427152,0.0170714938867279,NA,NA,NA,NA
"ogl(groupvar)",1156.16161616162,0.0599840765942631,0.0140051353706482,NA,NA,NA,NA
"ogl(groupvar)",1168.08080808081,0.0575552230338659,0.010997617869107,NA,NA,NA,NA
"ogl(groupvar)",1180,0.0551747810016509,0.00788021664843048,NA,NA,NA,NA
"ogl(groupvar)",1180,NA,0.102522461875662,NA,NA,NA,NA
"ogl(groupvar)",1168.08080808081,NA,0.104405723640864,NA,NA,NA,NA
"ogl(groupvar)",1156.16161616162,NA,0.106137458332138,NA,NA,NA,NA
"ogl(groupvar)",1144.24242424242,NA,0.107918764074107,NA,NA,NA,NA
"ogl(groupvar)",1132.32323232323,NA,0.109747348521851,NA,NA,NA,NA
"ogl(groupvar)",1120.40404040404,NA,0.111485004840097,NA,NA,NA,NA
"ogl(groupvar)",1108.48484848485,NA,0.113085167797766,NA,NA,NA,NA
"ogl(groupvar)",1096.56565656566,NA,0.115115646657347,NA,NA,NA,NA
"ogl(groupvar)",1084.64646464646,NA,0.117094628940503,NA,NA,NA,NA
"ogl(groupvar)",1072.72727272727,NA,0.118973980730846,NA,NA,NA,NA
"ogl(groupvar)",1060.80808080808,NA,0.120771616915622,NA,NA,NA,NA
"ogl(groupvar)",1048.88888888889,NA,0.122550899025176,NA,NA,NA,NA
"ogl(groupvar)",1036.9696969697,NA,0.124379728192114,NA,NA,NA,NA
"ogl(groupvar)",1025.05050505051,NA,0.126266005784516,NA,NA,NA,NA
"ogl(groupvar)",1013.13131313131,NA,0.12806005657143,NA,NA,NA,NA
"ogl(groupvar)",1001.21212121212,NA,0.129868236122123,NA,NA,NA,NA
"ogl(groupvar)",989.292929292929,NA,0.131627330904471,NA,NA,NA,NA
"ogl(groupvar)",977.373737373737,NA,0.13345698554379,NA,NA,NA,NA
"ogl(groupvar)",965.454545454545,NA,0.135112844005501,NA,NA,NA,NA
"ogl(groupvar)",953.535353535353,NA,0.137002926821711,NA,NA,NA,NA
"ogl(groupvar)",941.616161616162,NA,0.138885544096019,NA,NA,NA,NA
"ogl(groupvar)",929.69696969697,NA,0.140797197942312,NA,NA,NA,NA
"ogl(groupvar)",917.777777777778,NA,0.142708825544989,NA,NA,NA,NA
"ogl(groupvar)",905.858585858586,NA,0.144643058734339,NA,NA,NA,NA
"ogl(groupvar)",893.939393939394,NA,0.14648425212319,NA,NA,NA,NA
"ogl(groupvar)",882.020202020202,NA,0.148513303352801,NA,NA,NA,NA
"ogl(groupvar)",870.10101010101,NA,0.15052882169542,NA,NA,NA,NA
"ogl(groupvar)",858.181818181818,NA,0.152250315186729,NA,NA,NA,NA
"ogl(groupvar)",846.262626262626,NA,0.15411113075443,NA,NA,NA,NA
"ogl(groupvar)",834.343434343434,NA,0.155996758937587,NA,NA,NA,NA
"ogl(groupvar)",822.424242424242,NA,0.157959377782533,NA,NA,NA,NA
"ogl(groupvar)",810.50505050505,NA,0.159716081658235,NA,NA,NA,NA
"ogl(groupvar)",798.585858585859,NA,0.161617039949674,NA,NA,NA,NA
"ogl(groupvar)",786.666666666667,NA,0.163499995741608,NA,NA,NA,NA
"ogl(groupvar)",774.747474747475,NA,0.165664473048758,NA,NA,NA,NA
"ogl(groupvar)",762.828282828283,NA,0.167562730757005,NA,NA,NA,NA
"ogl(groupvar)",750.909090909091,NA,0.169693255314174,NA,NA,NA,NA
"ogl(groupvar)",738.989898989899,NA,0.171727751077909,NA,NA,NA,NA
"ogl(groupvar)",727.070707070707,NA,0.173696962036295,NA,NA,NA,NA
"ogl(groupvar)",715.151515151515,NA,0.175743090649301,NA,NA,NA,NA
"ogl(groupvar)",703.232323232323,NA,0.177558208649403,NA,NA,NA,NA
"ogl(groupvar)",691.313131313131,NA,0.179778164406805,NA,NA,NA,NA
"ogl(groupvar)",679.393939393939,NA,0.181928577384486,NA,NA,NA,NA
"ogl(groupvar)",667.474747474747,NA,0.183955499826417,NA,NA,NA,NA
"ogl(groupvar)",655.555555555556,NA,0.186005957544677,NA,NA,NA,NA
"ogl(groupvar)",643.636363636364,NA,0.188067415326136,NA,NA,NA,NA
"ogl(groupvar)",631.717171717172,NA,0.19047074692022,NA,NA,NA,NA
"ogl(groupvar)",619.79797979798,NA,0.192876514221543,NA,NA,NA,NA
"ogl(groupvar)",607.878787878788,NA,0.194914495958147,NA,NA,NA,NA
"ogl(groupvar)",595.959595959596,NA,0.197419174776702,NA,NA,NA,NA
"ogl(groupvar)",584.040404040404,NA,0.199595399607671,NA,NA,NA,NA
"ogl(groupvar)",572.121212121212,NA,0.201700324176389,NA,NA,NA,NA
"ogl(groupvar)",560.20202020202,NA,0.20400846932109,NA,NA,NA,NA
"ogl(groupvar)",548.282828282828,NA,0.206227827102078,NA,NA,NA,NA
"ogl(groupvar)",536.363636363636,NA,0.20854712659603,NA,NA,NA,NA
"ogl(groupvar)",524.444444444444,NA,0.21088915943792,NA,NA,NA,NA
"ogl(groupvar)",512.525252525253,NA,0.213293986752824,NA,NA,NA,NA
"ogl(groupvar)",500.606060606061,NA,0.215652534101437,NA,NA,NA,NA
"ogl(groupvar)",488.686868686869,NA,0.218159000165085,NA,NA,NA,NA
"ogl(groupvar)",476.767676767677,NA,0.220632047255629,NA,NA,NA,NA
"ogl(groupvar)",464.848484848485,NA,0.22311304423752,NA,NA,NA,NA
"ogl(groupvar)",452.929292929293,NA,0.225470569536095,NA,NA,NA,NA
"ogl(groupvar)",441.010101010101,NA,0.22803339840121,NA,NA,NA,NA
"ogl(groupvar)",429.090909090909,NA,0.23061561432942,NA,NA,NA,NA
"ogl(groupvar)",417.171717171717,NA,0.233130440003878,NA,NA,NA,NA
"ogl(groupvar)",405.252525252525,NA,0.235522328655906,NA,NA,NA,NA
"ogl(groupvar)",393.333333333333,NA,0.238172224944067,NA,NA,NA,NA
"ogl(groupvar)",381.414141414141,NA,0.240830076807858,NA,NA,NA,NA
"ogl(groupvar)",369.494949494949,NA,0.243359280562195,NA,NA,NA,NA
"ogl(groupvar)",357.575757575758,NA,0.246023131866702,NA,NA,NA,NA
"ogl(groupvar)",345.656565656566,NA,0.248610006052968,NA,NA,NA,NA
"ogl(groupvar)",333.737373737374,NA,0.251284602786809,NA,NA,NA,NA
"ogl(groupvar)",321.818181818182,NA,0.25391845212004,NA,NA,NA,NA
"ogl(groupvar)",309.89898989899,NA,0.25674225279624,NA,NA,NA,NA
"ogl(groupvar)",297.979797979798,NA,0.259563599157738,NA,NA,NA,NA
"ogl(groupvar)",286.060606060606,NA,0.262225440273713,NA,NA,NA,NA
"ogl(groupvar)",274.141414141414,NA,0.264902002379407,NA,NA,NA,NA
"ogl(groupvar)",262.222222222222,NA,0.26734845152536,NA,NA,NA,NA
"ogl(groupvar)",250.30303030303,NA,0.270127448455767,NA,NA,NA,NA
"ogl(groupvar)",238.383838383838,NA,0.272850128820794,NA,NA,NA,NA
"ogl(groupvar)",226.464646464646,NA,0.275629130361745,NA,NA,NA,NA
"ogl(groupvar)",214.545454545455,NA,0.278366465211813,NA,NA,NA,NA
"ogl(groupvar)",202.626262626263,NA,0.281010740789817,NA,NA,NA,NA
"ogl(groupvar)",190.707070707071,NA,0.283925599421458,NA,NA,NA,NA
"ogl(groupvar)",178.787878787879,NA,0.286698948504663,NA,NA,NA,NA
"ogl(groupvar)",166.868686868687,NA,0.289565146615222,NA,NA,NA,NA
"ogl(groupvar)",154.949494949495,NA,0.292499948216936,NA,NA,NA,NA
"ogl(groupvar)",143.030303030303,NA,0.295497464667966,NA,NA,NA,NA
"ogl(groupvar)",131.111111111111,NA,0.298371259172254,NA,NA,NA,NA
"ogl(groupvar)",119.191919191919,NA,0.301290504841493,NA,NA,NA,NA
"ogl(groupvar)",107.272727272727,NA,0.304126930943496,NA,NA,NA,NA
"ogl(groupvar)",95.3535353535353,NA,0.307030475516705,NA,NA,NA,NA
"ogl(groupvar)",83.4343434343434,NA,0.309870700853565,NA,NA,NA,NA
"ogl(groupvar)",71.5151515151515,NA,0.312748637513123,NA,NA,NA,NA
"ogl(groupvar)",59.5959595959596,NA,0.315653164303068,NA,NA,NA,NA
"ogl(groupvar)",47.6767676767677,NA,0.318487234256504,NA,NA,NA,NA
"ogl(groupvar)",35.7575757575758,NA,0.321338584103373,NA,NA,NA,NA
"ogl(groupvar)",23.8383838383838,NA,0.324264476414134,NA,NA,NA,NA
"ogl(groupvar)",11.9191919191919,NA,0.327276461248933,NA,NA,NA,NA
"ogl(groupvar)",0,NA,0.330230127255,NA,NA,NA,NA
"ogl(groupvar)",NA,NA,NA,0,0.2291401274,NA,"A_0"
"ogl(groupvar)",NA,NA,NA,0,0.3537828303,NA,"A_0"
"ogl(groupvar)",NA,NA,NA,0,0.2315605929,NA,"A_0"
"ogl(groupvar)",NA,NA,NA,0,0.287007544,NA,"A_0"
"ogl(groupvar)",NA,NA,NA,0,0.370639806,NA,"A_0"
"ogl(groupvar)",NA,NA,NA,0,0.249809364,NA,"B_0"
"ogl(groupvar)",NA,NA,NA,0,0.2601844735,NA,"B_0"
"ogl(groupvar)",NA,NA,NA,0,0.0611419909,NA,"B_0"
"ogl(groupvar)",NA,NA,NA,0,0.3201425356,NA,"B_0"
"ogl(groupvar)",NA,NA,NA,0,0.3985439612,NA,"B_0"
"ogl(groupvar)",NA,NA,NA,0,0.3049459548,NA,"C_0"
"ogl(groupvar)",NA,NA,NA,0,0.3473662381,NA,"C_0"
"ogl(groupvar)",NA,NA,NA,0,0.2416215131,NA,"C_0"
"ogl(groupvar)",NA,NA,NA,0,0.237037037,NA,"C_0"
"ogl(groupvar)",NA,NA,NA,0,0.3551835418,NA,"C_0"
"ogl(groupvar)",NA,NA,NA,0,0.2691924227,NA,"D_0"
"ogl(groupvar)",NA,NA,NA,0,0.2357197258,NA,"D_0"
"ogl(groupvar)",NA,NA,NA,0,0.2372738746,NA,"D_0"
"ogl(groupvar)",NA,NA,NA,0,0.3617350891,NA,"D_0"
"ogl(groupvar)",NA,NA,NA,0,0.3023306948,NA,"D_0"
"ogl(groupvar)",NA,NA,NA,255,0.163138628,NA,"A_255"
"ogl(groupvar)",NA,NA,NA,255,0.2171016102,NA,"A_255"
"ogl(groupvar)",NA,NA,NA,255,0.1024156188,NA,"A_255"
"ogl(groupvar)",NA,NA,NA,255,0.1689234936,NA,"A_255"
"ogl(groupvar)",NA,NA,NA,255,0.1946366782,NA,"A_255"
"ogl(groupvar)",NA,NA,NA,255,0.2177770047,NA,"B_255"
"ogl(groupvar)",NA,NA,NA,255,0.2288033155,NA,"B_255"
"ogl(groupvar)",NA,NA,NA,255,0.07650569723,NA,"B_255"
"ogl(groupvar)",NA,NA,NA,255,0.158096189,NA,"B_255"
"ogl(groupvar)",NA,NA,NA,255,0.103358209,NA,"B_255"
"ogl(groupvar)",NA,NA,NA,255,0.2180642966,NA,"C_255"
"ogl(groupvar)",NA,NA,NA,255,0.293989547,NA,"C_255"
"ogl(groupvar)",NA,NA,NA,255,0.1614896731,NA,"C_255"
"ogl(groupvar)",NA,NA,NA,255,0.3083685545,NA,"C_255"
"ogl(groupvar)",NA,NA,NA,255,0.3549480822,NA,"C_255"
"ogl(groupvar)",NA,NA,NA,255,0.3283983849,NA,"D_255"
"ogl(groupvar)",NA,NA,NA,255,0.2818962154,NA,"D_255"
"ogl(groupvar)",NA,NA,NA,255,0.2540277257,NA,"D_255"
"ogl(groupvar)",NA,NA,NA,255,0.2934520497,NA,"D_255"
"ogl(groupvar)",NA,NA,NA,255,0.4172689235,NA,"D_255"
"ogl(groupvar)",NA,NA,NA,425,0.1091696056,NA,"A_425"
"ogl(groupvar)",NA,NA,NA,425,0.1111522786,NA,"A_425"
"ogl(groupvar)",NA,NA,NA,425,0.161317711,NA,"A_425"
"ogl(groupvar)",NA,NA,NA,425,0.2476888747,NA,"A_425"
"ogl(groupvar)",NA,NA,NA,425,0.2342687075,NA,"A_425"
"ogl(groupvar)",NA,NA,NA,425,0.1630504148,NA,"B_425"
"ogl(groupvar)",NA,NA,NA,425,0.2243273967,NA,"B_425"
"ogl(groupvar)",NA,NA,NA,425,0.1688607183,NA,"B_425"
"ogl(groupvar)",NA,NA,NA,425,0.2684272104,NA,"B_425"
"ogl(groupvar)",NA,NA,NA,425,0.1484455425,NA,"B_425"
"ogl(groupvar)",NA,NA,NA,425,0.07337639038,NA,"C_425"
"ogl(groupvar)",NA,NA,NA,425,0.3369278169,NA,"C_425"
"ogl(groupvar)",NA,NA,NA,425,0.2552562989,NA,"C_425"
"ogl(groupvar)",NA,NA,NA,425,0.3364420201,NA,"C_425"
"ogl(groupvar)",NA,NA,NA,425,0.3314422867,NA,"C_425"
"ogl(groupvar)",NA,NA,NA,425,0.1648208469,NA,"D_425"
"ogl(groupvar)",NA,NA,NA,425,0.2583545046,NA,"D_425"
"ogl(groupvar)",NA,NA,NA,425,0.1558275484,NA,"D_425"
"ogl(groupvar)",NA,NA,NA,425,0.2235987002,NA,"D_425"
"ogl(groupvar)",NA,NA,NA,425,0.4195288617,NA,"D_425"
"ogl(groupvar)",NA,NA,NA,708,0.119533993,NA,"A_708"
"ogl(groupvar)",NA,NA,NA,708,0.1973990683,NA,"A_708"
"ogl(groupvar)",NA,NA,NA,708,0.1114836547,NA,"A_708"
"ogl(groupvar)",NA,NA,NA,708,0.1732297369,NA,"A_708"
"ogl(groupvar)",NA,NA,NA,708,0.1925042589,NA,"A_708"
"ogl(groupvar)",NA,NA,NA,708,0.1347931873,NA,"B_708"
"ogl(groupvar)",NA,NA,NA,708,0.1362725451,NA,"B_708"
"ogl(groupvar)",NA,NA,NA,708,0.04793796264,NA,"B_708"
"ogl(groupvar)",NA,NA,NA,708,0.1776424103,NA,"B_708"
"ogl(groupvar)",NA,NA,NA,708,0.2945409429,NA,"B_708"
"ogl(groupvar)",NA,NA,NA,708,0.1297048949,NA,"C_708"
"ogl(groupvar)",NA,NA,NA,708,0.2825541619,NA,"C_708"
"ogl(groupvar)",NA,NA,NA,708,0.1438596491,NA,"C_708"
"ogl(groupvar)",NA,NA,NA,708,0.1774332472,NA,"C_708"
"ogl(groupvar)",NA,NA,NA,708,0.2783579402,NA,"C_708"
"ogl(groupvar)",NA,NA,NA,708,0.1296485841,NA,"D_708"
"ogl(groupvar)",NA,NA,NA,708,0.2313419913,NA,"D_708"
"ogl(groupvar)",NA,NA,NA,708,0.1349340548,NA,"D_708"
"ogl(groupvar)",NA,NA,NA,708,0.2443894681,NA,"D_708"
"ogl(groupvar)",NA,NA,NA,708,0.4100201072,NA,"D_708"
"ogl(groupvar)",NA,NA,NA,1180,-0.08004618049,NA,"A_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.05336905007,NA,"A_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.1506622517,NA,"A_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.01272954925,NA,"A_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.05422958272,NA,"B_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.05143565379,NA,"B_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.02955564615,NA,"B_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.09293873313,NA,"B_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.02917030568,NA,"C_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.1655463799,NA,"C_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.1122259383,NA,"C_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.1903747114,NA,"C_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.0246886121,NA,"C_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.01531763947,NA,"D_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.02486304256,NA,"D_1180"
"ogl(groupvar)",NA,NA,NA,1180,-0.02284774264,NA,"D_1180"
"ogl(groupvar)",NA,NA,NA,1180,0.1342530283,NA,"D_1180"
"ogl(groupvar)",NA,NA,NA,NA,NA,223.355583776887,NA
"ogl(groupvar)",NA,NA,NA,NA,NA,47.9029637934872,NA
"ogl(groupvar)",NA,NA,NA,NA,NA,350.073758325534,NA
